,title,source,category,label
11111,10007,3,5,1
11112,10008,7,7,2
11113,10009,7,3,1
11114,10010,3,6,1
11115,10011,5,7,1
11116,10012,2,3,2
11117,10013,1,2,1
11119,10014,8,7,1
11121,10015,8,7,2
11122,10016,3,5,2
11124,10017,4,7,1
11125,10018,4,7,1
11126,10019,1,7,1
11127,10020,3,3,2
11128,10021,5,7,1
11129,10022,7,4,2
11130,10023,1,1,2
11131,10024,5,4,2
11132,10025,2,6,1
11133,10026,8,4,2
11134,10027,8,1,2
11135,10028,7,6,1
11136,10029,6,2,1
11137,10030,2,6,2
11138,10031,5,4,2
11139,10032,4,3,1
11141,10033,3,5,2
11142,10034,3,1,1
11143,10035,7,6,2
11144,10036,7,6,1
11145,10037,8,4,2
11146,10038,8,6,2
11147,10039,5,6,1
11148,10040,6,3,2
11149,10041,3,3,2
11151,10042,3,1,1
11152,10043,1,1,1
11153,10044,1,5,1
11154,10045,8,6,1
11155,10046,8,6,2
11156,10047,4,2,1
11157,10048,5,7,2
11158,10049,5,5,1
11160,10050,6,4,1
11162,10051,6,1,1
11163,10052,2,2,1
11164,10053,2,4,1
11165,10054,6,5,1
11166,10055,4,7,2
11167,10056,2,4,1
11168,10057,1,2,1
11169,10058,7,2,1
11170,10059,5,6,2
11171,10060,6,5,1
11172,10061,5,5,1
11173,10062,8,4,2
11174,10063,5,2,1
11175,10064,3,7,1
11176,10065,6,7,2
11177,10066,3,4,2
11178,10067,1,2,2
11179,10068,4,7,1
11180,10069,8,6,2
11181,10070,2,6,2
11182,10071,3,3,1
11184,10072,4,4,2
11185,10073,4,3,1
11186,10074,6,4,1
11187,10075,5,1,1
11188,10076,2,3,2
11189,10077,7,5,1
11190,10078,1,4,2
11191,10079,2,1,1
11192,10080,4,6,1
11193,10081,2,2,2
11194,10082,3,3,1
11195,10083,5,4,1
11196,10084,5,5,2
11197,10085,1,3,1
11198,10086,6,4,2
11199,10087,4,2,1
11200,10088,3,4,1
11201,10089,8,6,1
11202,10090,4,1,2
11203,10091,6,3,2
11204,10092,6,6,1
11205,10093,8,3,2
11206,10094,7,1,1
11207,10095,7,2,2
11208,10096,2,1,2
11209,10097,6,1,2
11210,10098,5,1,2
11212,10099,7,3,2
11213,10100,6,5,1
11214,10101,6,2,2
11215,10102,2,3,2
11216,10103,6,5,1
11217,10104,7,3,1
11219,10105,7,5,1
11221,10106,7,7,1
11222,10107,3,3,2
11223,10108,4,3,2
11225,10109,6,4,2
11226,10110,8,2,2
11227,10111,5,4,1
11228,10112,2,2,1
11229,10113,4,4,1
11230,10114,2,6,1
11231,10115,6,2,1
11232,10116,4,4,2
11233,10117,8,7,1
11234,10118,4,4,1
11235,10119,1,7,1
11236,10120,3,3,1
11237,10121,1,5,1
11238,10122,1,4,1
11240,10123,4,4,2
11241,10124,5,7,2
11242,10125,8,6,1
11243,10126,1,1,1
11244,10127,1,2,1
11245,10128,3,4,1
11246,10129,4,7,2
11247,10130,3,7,1
11248,10131,5,5,1
11249,10132,3,4,2
11251,10133,8,5,2
11252,10134,3,6,2
11254,10135,2,2,2
11255,10136,7,2,2
11256,10137,3,4,2
11257,10138,8,7,1
11258,10139,4,7,1
11259,10140,5,6,1
11260,10141,5,7,2
11261,10142,3,1,1
11262,10143,4,5,1
11263,10144,6,4,1
11264,10145,6,3,1
11265,10146,1,6,2
11266,10147,3,3,1
11267,10148,5,5,1
11268,10149,2,5,1
11269,10150,1,6,1
11270,10151,4,7,1
11271,10152,7,2,2
11272,10153,1,6,1
11273,10154,6,5,2
11275,10155,3,7,1
11277,10156,4,7,2
11278,10157,1,2,1
11279,10158,1,2,1
11281,10159,1,1,2
11282,10160,2,6,1
11283,10161,6,4,1
11284,10162,2,2,2
11285,10163,5,7,2
11286,10164,4,4,2
11288,10165,6,3,2
11289,10166,4,4,2
11290,10167,8,7,1
11291,10168,2,1,2
11292,10169,3,6,1
11293,10170,1,1,1
11294,10171,5,6,2
11295,10172,1,3,2
11296,10173,6,1,1
11297,10174,3,7,2
11298,10175,2,5,2
11299,10176,7,5,1
11301,10177,4,5,2
11302,10178,1,1,2
11303,10179,5,4,1
11304,10180,1,2,2
11305,10181,4,6,2
11306,10182,6,6,2
11308,10183,2,3,1
11309,10184,6,5,1
11311,10185,7,1,2
11312,10186,7,3,2
11313,10187,6,2,2
11314,10188,4,2,2
11315,10189,3,4,2
11317,10190,3,6,2
11318,10191,7,7,1
11319,10192,2,7,2
11320,10193,8,3,1
11321,10194,4,1,2
11322,10195,8,4,1
11323,10196,5,1,2
11324,10197,8,7,2
11325,10198,5,2,2
11326,10199,4,4,1
11327,10200,2,7,2
11328,10201,6,2,2
11330,10202,5,3,2
11331,10203,5,6,1
11332,10204,8,1,1
11333,10205,8,6,1
11334,10206,6,4,1
11335,10207,7,7,1
11336,10208,5,3,2
11338,10209,2,7,2
11339,10210,5,7,1
11340,10211,1,6,2
11341,10212,5,1,2
11342,10213,4,2,1
11343,10214,3,7,2
11344,10215,2,6,1
11345,10216,5,3,1
11346,10217,2,4,2
11347,10218,3,3,2
11348,10219,3,1,1
11349,10220,7,7,2
11350,10221,1,2,1
11351,10222,3,3,2
11352,10223,2,6,2
11353,10224,4,6,1
11354,10225,5,7,2
11355,10226,1,6,2
11356,10227,5,3,2
11357,10228,7,7,2
11359,10229,1,2,1
11360,10230,1,2,2
11361,10231,2,5,1
11362,10232,8,6,2
11363,10233,4,3,2
11364,10234,3,7,1
11365,10235,7,3,1
11366,10236,6,5,1
11367,10237,1,1,2
11368,10238,1,5,2
11369,10239,1,3,1
11370,10240,2,7,2
11371,10241,1,3,2
11373,10242,6,1,2
11374,10243,7,6,1
11375,10244,7,6,1
11376,10245,7,6,2
11377,10246,4,5,2
11379,10247,3,5,2
11380,10248,1,4,1
11381,10249,4,3,1
11382,10250,5,1,2
11383,10251,6,1,2
11384,10252,2,2,2
11385,10253,2,6,2
11386,10254,2,2,2
11387,10255,6,7,2
11388,10256,6,2,2
11389,10257,5,6,1
11390,10258,8,1,2
11391,10259,5,4,1
11393,10260,7,5,1
11394,10261,6,5,1
11395,10262,6,3,2
11396,10263,5,7,1
11397,10264,8,2,2
11399,10265,5,6,2
11400,10266,2,7,2
11401,10267,5,6,2
11402,10268,6,7,2
11403,10269,6,5,2
11404,10270,4,1,2
11405,10271,6,7,2
11406,10272,1,2,1
11407,10273,4,6,2
11408,10274,7,4,1
11409,10275,4,3,1
11410,10276,7,5,2
11411,10277,4,3,2
11413,10278,1,1,2
11414,10279,1,2,2
11415,10280,3,6,1
11416,10281,4,3,1
11417,10282,1,7,2
11418,10283,1,5,2
11420,10284,8,6,2
11422,10285,6,4,2
11423,10286,8,3,1
11424,10287,2,3,2
11425,10288,7,2,2
11426,10289,6,6,1
11427,10290,1,4,1
11428,10291,2,6,2
11429,10292,8,7,1
11430,10293,4,7,2
11431,10294,2,6,2
11432,10295,2,2,1
11433,10296,8,1,1
11435,10297,5,3,1
11436,10298,6,5,2
11437,10299,1,7,2
11438,10300,5,4,2
11439,10301,6,3,2
11441,10302,5,6,1
11442,10303,6,3,1
11443,10304,7,7,1
11444,10305,7,2,2
11445,10306,3,1,1
11446,10307,3,4,1
11447,10308,4,2,1
11448,10309,4,1,1
11449,10310,4,5,2
11450,10311,1,5,1
11451,10312,7,2,2
11452,10313,2,3,1
11453,10314,1,5,2
11454,10315,5,4,2
11456,10316,5,3,2
11457,10317,1,2,1
11458,10318,6,7,2
11459,10319,2,2,1
11460,10320,3,1,2
11461,10321,7,6,2
11462,10322,8,1,1
11463,10323,3,3,2
11464,10324,3,5,2
11465,10325,2,3,1
11466,10326,8,1,2
11468,10327,5,4,1
11469,10328,6,7,1
11470,10329,7,6,2
11471,10330,3,1,1
11472,10331,8,6,1
11473,10332,8,3,2
11474,10333,7,5,2
11475,10334,6,2,1
11477,10335,8,5,2
11478,10336,8,1,2
11479,10337,4,3,2
11480,10338,6,1,1
11481,10339,4,7,2
11482,10340,1,7,2
11483,10341,8,5,1
11484,10342,8,2,1
11485,10343,8,4,2
11486,10344,2,5,2
11487,10345,2,7,1
11488,10346,3,3,2
11489,10347,7,5,2
11490,10348,4,6,1
11491,10349,8,2,2
11492,10350,3,4,1
11493,10351,6,1,2
11494,10352,5,7,2
11495,10353,4,5,1
11496,10354,7,5,2
11497,10355,2,1,1
11498,10356,7,3,1
11499,10357,7,4,2
11500,10358,5,1,2
11501,10359,7,4,1
11502,10360,8,7,1
11504,10361,8,6,1
11505,10362,8,4,1
11506,10363,6,4,2
11507,10364,3,1,2
11508,10365,7,7,2
11511,10366,3,7,1
11512,10367,8,6,2
11513,10368,1,6,2
11514,10369,2,2,2
11515,10370,5,1,1
11516,10371,4,7,2
11517,10372,4,3,1
11518,10373,6,3,2
11519,10374,8,2,2
11520,10375,5,5,1
11521,10376,3,7,1
11522,10377,2,7,2
11523,10378,6,1,2
11524,10379,7,3,1
11526,10380,5,5,1
11527,10381,3,3,1
11528,10382,6,4,2
11529,10383,3,6,2
11530,10384,3,5,1
11531,10385,7,2,2
11532,10386,7,3,1
11534,10387,1,7,2
11535,10388,1,5,1
11536,10389,1,3,2
11537,10390,4,6,1
11538,10391,6,6,1
11539,10392,1,1,2
11540,10393,5,5,1
11541,10394,7,5,1
11542,10395,6,5,2
11543,10396,8,4,2
11544,10397,4,1,1
11545,10398,4,3,2
11546,10399,8,5,2
11547,10400,6,5,1
11548,10401,2,7,2
11549,10402,3,6,2
11550,10403,7,5,2
11551,10404,7,5,2
11552,10405,2,2,2
11553,10406,4,1,2
11554,10407,4,4,1
11555,10408,8,3,1
11556,10409,5,1,1
11557,10410,4,1,2
11558,10411,3,5,1
11559,10412,1,1,2
11560,10413,4,2,1
11561,10414,8,7,2
11562,10415,8,4,2
11563,10416,5,1,1
11564,10417,4,5,1
11565,10418,4,2,1
11566,10419,5,1,2
11568,10420,5,4,2
11569,10421,3,7,1
11570,10422,5,2,2
11571,10423,3,4,2
11572,10424,3,7,1
11573,10425,5,4,1
11575,10426,4,1,1
11576,10427,5,7,1
11577,10428,4,4,2
11578,10429,6,3,1
11579,10430,7,6,1
11580,10431,6,1,1
11581,10432,3,5,2
11582,10433,5,7,1
11583,10434,2,5,1
11584,10435,5,3,2
11585,10436,4,5,1
11586,10437,5,7,1
11587,10438,5,7,2
11588,10439,3,1,2
11590,10440,1,2,1
11591,10441,8,6,2
11592,10442,5,4,2
11593,10443,3,4,2
11594,10444,7,6,1
11595,10445,5,5,1
11596,10446,8,7,1
11597,10447,1,4,2
11598,10448,7,4,1
11599,10449,6,3,2
11600,10450,4,2,2
11601,10451,6,3,1
11602,10452,8,3,2
11603,10453,7,4,1
11604,10454,6,3,1
11605,10455,5,7,1
11606,10456,1,6,2
11607,10457,5,2,1
11608,10458,3,2,1
11609,10459,5,1,2
11610,10460,7,1,2
11611,10461,5,2,2
11613,10462,5,3,2
11614,10463,5,6,1
11615,10464,8,7,1
11616,10465,5,5,2
11617,10466,2,4,1
11619,10467,6,7,2
11620,10468,8,6,1
11621,10469,7,3,2
11622,10470,5,3,1
11623,10471,1,1,1
11624,10472,8,4,1
11625,10473,7,3,2
11626,10474,7,3,2
11628,10475,6,7,1
11629,10476,5,2,2
11630,10477,1,5,1
11632,10478,5,7,1
11633,10479,5,6,2
11635,10480,5,6,2
11636,10481,7,6,2
11637,10482,8,3,2
11638,10483,7,4,1
11639,10484,2,1,2
11640,10485,3,4,2
11641,10486,4,6,1
11643,10487,5,7,2
11644,10488,4,6,1
11645,10489,5,5,2
11646,10490,3,5,2
11647,10491,2,2,2
11649,10492,5,3,1
11650,10493,6,5,1
11651,10494,8,1,2
11652,10495,2,6,2
11653,10496,6,4,2
11654,10497,1,1,2
11655,10498,8,1,1
11656,10499,4,6,1
11657,10500,7,4,1
11658,10501,1,7,2
11659,10502,4,5,2
11660,10503,8,1,1
11661,10504,8,2,1
11663,10505,3,1,1
11664,10506,8,4,2
11665,10507,3,4,2
11666,10508,5,6,1
11667,10509,3,3,2
11668,10510,1,7,2
11669,10511,7,3,1
11670,10512,3,6,2
11671,10513,2,6,2
11672,10514,2,1,1
11673,10515,7,1,1
11674,10516,1,4,2
11675,10517,1,7,1
11677,10518,6,5,1
11679,10519,3,4,2
11680,10520,2,4,1
11681,10521,5,2,1
11682,10522,3,1,2
11683,10523,8,4,1
11684,10524,5,2,1
11685,10525,3,5,2
11686,10526,6,5,2
11687,10527,7,4,2
11688,10528,6,6,1
11689,10529,7,7,2
11690,10530,1,3,2
11691,10531,3,1,2
11692,10532,4,2,1
11693,10533,2,3,1
11694,10534,5,1,2
11695,10535,8,6,2
11696,10536,1,2,1
11697,10537,4,7,2
11698,10538,6,1,1
11700,10539,2,6,1
11701,10540,8,6,1
11702,10541,8,1,2
11703,10542,3,6,2
11704,10543,6,1,2
11705,10544,5,1,1
11706,10545,6,4,2
11707,10546,7,3,1
11708,10547,6,5,2
11709,10548,5,7,2
11710,10549,2,2,2
11711,10550,6,1,2
11712,10551,6,2,2
11713,10552,2,1,2
11714,10553,5,4,2
11715,10554,8,6,1
11716,10555,8,3,1
11717,10556,7,1,2
11718,10557,6,2,2
11719,10558,5,4,2
11720,10559,8,2,2
11721,10560,3,5,1
11722,10561,2,2,2
11723,10562,7,4,1
11724,10563,3,3,2
11725,10564,5,4,2
11727,10565,4,1,1
11728,10566,8,1,1
11729,10567,2,2,2
11731,10568,1,4,2
11732,10569,5,5,1
11734,10570,8,3,1
11735,10571,4,3,1
11736,10572,3,3,2
11737,10573,3,6,1
11738,10574,5,4,1
11739,10575,8,4,1
11740,10576,4,5,2
11741,10577,2,2,2
11742,10578,1,5,1
11743,10579,4,1,1
11744,10580,8,4,2
11745,10581,4,4,2
11746,10582,4,1,1
11747,10583,1,7,1
11748,10584,7,7,2
11749,10585,8,4,2
11750,10586,8,5,2
11751,10587,7,4,1
11752,10588,5,2,1
11753,10589,6,7,1
11754,10590,3,7,2
11755,10591,6,2,2
11756,10592,3,5,2
11758,10593,8,4,2
11759,10594,3,4,2
11760,10595,2,5,1
11761,10596,7,4,1
11762,10597,3,1,1
11763,10598,2,7,2
11764,10599,7,7,2
11765,10600,1,1,2
11766,10601,8,6,1
11769,10602,5,7,1
11770,10603,2,5,2
11771,10604,6,4,2
11772,10605,3,6,2
11773,10606,1,3,2
11774,10607,5,2,1
11775,10608,7,2,2
11776,10609,2,7,1
11778,10610,1,2,1
11779,10611,4,7,2
11780,10612,8,5,1
11781,10613,4,7,2
11782,10614,2,5,2
11783,10615,2,2,2
11784,10616,1,3,1
11786,10617,6,7,2
11787,10618,2,7,2
11788,10619,5,2,2
11789,10620,4,3,1
11790,10621,4,1,1
11791,10622,5,4,2
11792,10623,1,5,1
11793,10624,7,7,2
11794,10625,6,7,2
11796,10626,7,2,1
11797,10627,7,2,1
11798,10628,2,3,2
11799,10629,3,3,1
11801,10630,3,5,1
11802,10631,1,3,2
11803,10632,6,3,1
11804,10633,8,5,1
11805,10634,1,6,1
11806,10635,8,1,2
11807,10636,6,3,2
11808,10637,1,3,1
11809,10638,5,1,2
11810,10639,7,2,1
11812,10640,7,4,1
11813,10641,2,7,2
11814,10642,7,2,1
11815,10643,5,1,1
11816,10644,6,4,1
11817,10645,4,5,2
11818,10646,6,3,2
11819,10647,3,7,2
11820,10648,8,4,1
11821,10649,7,4,1
11822,10650,8,5,1
11824,10651,8,4,1
11825,10652,1,6,2
11826,10653,7,1,2
11827,10654,3,1,2
11828,10655,8,6,2
11829,10656,7,6,1
11830,10657,5,7,2
11831,10658,6,5,2
11832,10659,3,5,1
11833,10660,6,7,1
11834,10661,4,2,2
11835,10662,3,5,1
11836,10663,4,7,2
11837,10664,4,2,1
11838,10665,1,7,2
11839,10666,3,2,2
11840,10667,2,3,1
11841,10668,5,7,1
11842,10669,7,3,2
11843,10670,7,2,1
11844,10671,7,3,2
11845,10672,5,6,1
11846,10673,8,2,2
11847,10674,8,7,2
11848,10675,7,1,1
11849,10676,7,3,1
11851,10677,8,1,1
11852,10678,7,2,2
11853,10679,1,4,2
11856,10680,2,5,1
11857,10681,7,3,1
11858,10682,6,1,1
11859,10683,3,3,2
11861,10684,3,1,1
11862,10685,1,4,2
11863,10686,2,6,2
11864,10687,5,4,2
11865,10688,8,5,2
11866,10689,4,5,1
11867,10690,3,4,1
11868,10691,2,1,1
11869,10692,7,5,1
11870,10693,4,2,2
11871,10694,2,5,2
11872,10695,5,4,2
11873,10696,2,7,1
11875,10697,6,6,1
11876,10698,3,4,1
11877,10699,7,3,1
11878,10700,2,1,1
11879,10701,7,6,2
11881,10702,7,7,2
11882,10703,6,7,2
11883,10704,6,6,1
11884,10705,2,4,2
11886,10706,6,7,1
11887,10707,2,7,1
11889,10708,4,3,1
11890,10709,2,4,2
11891,10710,2,7,2
11892,10711,8,7,2
11893,10712,6,3,1
11894,10713,3,2,2
11895,10714,1,2,2
11896,10715,7,3,1
11897,10716,4,7,1
11898,10717,2,3,1
11899,10718,1,5,2
11901,10719,4,7,1
11902,10720,4,4,2
11903,10721,8,5,1
11904,10722,1,5,2
11905,10723,1,7,2
11906,10724,2,3,1
11907,10725,4,1,2
11908,10726,2,7,2
11909,10727,8,3,2
11910,10728,4,3,1
11911,10729,7,3,2
11912,10730,5,7,1
11913,10731,6,3,2
11915,10732,4,5,1
11916,10733,2,3,1
11917,10734,3,2,2
11918,10735,7,4,2
11919,10736,8,3,1
11920,10737,5,6,1
11921,10738,3,2,2
11922,10739,5,3,2
11924,10740,6,4,2
11925,10741,6,4,2
11926,10742,8,6,1
11927,10743,2,6,1
11928,10744,2,7,1
11929,10745,3,7,1
11930,10746,5,3,1
11931,10747,8,4,2
11932,10748,1,3,1
11933,10749,6,2,1
11934,10750,6,6,2
11935,10751,4,5,2
11936,10752,7,7,2
11937,10753,6,5,1
11938,10754,6,6,2
11939,10755,6,2,1
11940,10756,7,6,2
11941,10757,2,2,1
11943,10758,5,4,1
11946,10759,2,5,1
11947,10760,3,5,1
11948,10761,8,1,1
11949,10762,3,7,2
11950,10763,4,2,2
11951,10764,4,4,2
11952,10765,6,1,1
11953,10766,4,2,1
11954,10767,2,1,2
11955,10768,4,4,2
11956,10769,4,6,1
11957,10770,6,3,2
11958,10771,4,3,2
11959,10772,5,2,1
11960,10773,1,5,2
11962,10774,8,3,2
11963,10775,2,1,1
11964,10776,1,2,1
11965,10777,2,4,1
11966,10778,8,1,2
11967,10779,3,4,1
11968,10780,2,3,2
11969,10781,2,1,1
11970,10782,5,5,2
11971,10783,6,1,2
11972,10784,3,4,1
11973,10785,6,6,1
11974,10786,5,3,1
11976,10787,4,7,2
11977,10788,2,2,2
11978,10789,6,1,1
11979,10790,1,5,1
11980,10791,2,6,2
11981,10792,2,4,1
11982,10793,5,3,2
11983,10794,4,2,2
11984,10795,2,5,2
11985,10796,4,5,1
11986,10797,1,7,2
11987,10798,1,4,2
11988,10799,3,5,1
11989,10800,4,6,2
11990,10801,1,1,1
11991,10802,3,1,1
11992,10803,7,6,1
11993,10804,4,2,2
11994,10805,4,3,2
11995,10806,6,2,1
11996,10807,5,4,1
11997,10808,5,7,2
11998,10809,2,2,2
12000,10810,2,3,1
12001,10811,5,6,2
12002,10812,3,4,2
12004,10813,2,3,2
12005,10814,4,2,2
12006,10815,6,3,1
12007,10816,4,6,2
12008,10817,1,7,1
12009,10818,4,6,2
12010,10819,4,2,2
12012,10820,4,4,1
12013,10821,3,3,1
12015,10822,5,1,1
12016,10823,5,6,2
12017,10824,4,1,2
12018,10825,8,6,2
12019,10826,7,7,1
12020,10827,7,2,2
12021,10828,1,6,1
12022,10829,5,2,2
12023,10830,5,2,1
12024,10831,5,1,2
12025,10832,3,1,1
12026,10833,4,4,2
12027,10834,1,2,1
12028,10835,8,4,1
12030,10836,6,2,2
12031,10837,2,6,2
12033,10838,6,6,2
12035,10839,6,7,2
12036,10840,6,3,2
12037,10841,2,4,1
12038,10842,1,5,1
12039,10843,4,7,2
12040,10844,6,5,1
12041,10845,1,5,1
12042,10846,1,2,2
12043,10847,3,1,2
12044,10848,2,6,2
12045,10849,6,4,2
12046,10850,8,6,2
12048,10851,7,6,2
12049,10852,8,6,2
12050,10853,8,5,1
12051,10854,7,4,1
12052,10855,3,1,2
12053,10856,4,2,1
12054,10857,2,2,2
12055,10858,2,4,1
12056,10859,5,2,2
12057,10860,3,5,2
12058,10861,2,5,1
12059,10862,7,6,2
12060,10863,6,7,1
12061,10864,8,1,1
12062,10865,7,5,2
12063,10866,3,3,1
12064,10867,2,4,2
12065,10868,8,5,1
12067,10869,2,5,2
12068,10870,1,6,2
12069,10871,5,4,2
12070,10872,5,6,2
12072,10873,1,7,2
12073,10874,7,1,2
12074,10875,2,2,1
12075,10876,8,3,1
12076,10877,7,2,1
12077,10878,2,7,2
12078,10879,7,1,2
12079,10880,3,7,1
12080,10881,1,3,2
12081,10882,7,4,1
12082,10883,2,5,2
12083,10884,3,7,1
12084,10885,8,5,1
12085,10886,1,5,2
12086,10887,6,6,1
12087,10888,8,2,1
12088,10889,3,6,1
12089,10890,2,4,2
12090,10891,6,2,1
12091,10892,4,1,2
12093,10893,5,1,1
12094,10894,3,2,2
12095,10895,1,7,1
12096,10896,8,3,1
12099,10897,8,1,2
12100,10898,2,6,1
12101,10899,4,4,2
12102,10900,3,1,2
12103,10901,3,4,1
12105,10902,1,7,2
12106,10903,6,1,2
12107,10904,3,4,2
12108,10905,3,7,2
12110,10906,8,4,2
12111,10907,2,2,2
12112,10908,6,5,2
12113,10909,8,2,2
12114,10910,5,3,1
12115,10911,2,2,2
12116,10912,5,1,2
12117,10913,3,4,2
12118,10914,3,3,1
12119,10915,2,5,2
12120,10916,6,3,1
12121,10917,4,6,1
12122,10918,6,7,2
12123,10919,7,1,1
12125,10920,1,1,2
12126,10921,2,4,1
12127,10922,4,5,1
12128,10923,2,3,2
12129,10924,7,3,1
12130,10925,8,5,2
12131,10926,5,7,2
12132,10927,6,7,1
12133,10928,2,6,1
12134,10929,4,1,1
12135,10930,8,5,1
12136,10931,2,6,2
12137,10932,5,6,2
12138,10933,3,3,2
12139,10934,8,2,1
12141,10935,3,7,2
12142,10936,6,2,1
12143,10937,7,1,1
12144,10938,5,4,1
12145,10939,2,7,1
12146,10940,4,3,1
12148,10941,2,5,1
12149,10942,7,1,2
12150,10943,3,4,1
12151,10944,4,3,1
12152,10945,8,7,1
12154,10946,1,7,2
12155,10947,1,2,1
12156,10948,6,6,2
12157,10949,7,7,2
12159,10950,1,2,1
12160,10951,8,3,1
12161,10952,2,4,1
12163,10953,4,6,2
12165,10954,2,3,2
12166,10955,6,7,1
12167,10956,8,1,2
12168,10957,2,4,2
12169,10958,5,2,1
12170,10959,4,4,1
12171,10960,5,4,2
12172,10961,1,4,1
12173,10962,5,3,2
12174,10963,8,3,1
12175,10964,5,7,1
12176,10965,5,7,2
12177,10966,3,1,2
12178,10967,5,6,1
12179,10968,7,6,2
12180,10969,8,3,1
12183,10970,1,5,2
12184,10971,6,5,1
12185,10972,3,6,2
12186,10973,7,1,1
12187,10974,6,6,1
12188,10975,8,2,1
12189,10976,8,5,2
12190,10977,2,4,2
12191,10978,8,5,1
12192,10979,3,5,1
12193,10980,7,2,2
12194,10981,4,7,1
12195,10982,1,4,1
12196,10983,2,3,2
12197,10984,2,1,1
12198,10985,7,6,1
12199,10986,5,6,1
12200,10987,6,2,2
12201,10988,3,7,2
12202,10989,8,3,2
12203,10990,7,6,1
12204,10991,8,6,1
12205,10992,6,6,2
12206,10993,4,5,1
12207,10994,8,4,1
12209,10995,1,6,2
12211,10996,7,2,2
12212,10997,1,6,2
12213,10998,4,6,1
12214,10999,6,2,1
12215,11000,5,3,2
12216,11001,6,5,1
12217,11002,5,4,1
12218,11003,2,1,2
12219,11004,4,4,2
12220,11005,6,6,2
12221,11006,3,3,2
12222,11007,1,2,1
12223,11008,7,6,1
12224,11009,8,3,1
12225,11010,1,6,2
12227,11011,7,4,1
12228,11012,4,3,1
12230,11013,4,7,1
12231,11014,8,5,2
12232,11015,2,5,2
12234,11016,2,5,2
12235,11017,6,7,1
12236,11018,3,7,1
12237,11019,5,4,1
12238,11020,4,1,1
12239,11021,3,4,1
12240,11022,2,7,2
12241,11023,8,2,1
12242,11024,5,4,1
12243,11025,2,1,1
12244,11026,6,4,1
12245,11027,1,5,2
12246,11028,1,3,1
12247,11029,1,7,1
12248,11030,1,1,1
12249,11031,1,4,1
12250,11032,1,1,1
12251,11033,3,1,1
12252,11034,2,3,2
12253,11035,7,4,1
12254,11036,5,2,2
12255,11037,7,6,2
12256,11038,7,6,1
12257,11039,1,1,1
12258,11040,6,3,2
12260,11041,6,6,1
12261,11042,1,6,2
12262,11043,3,4,1
12263,11044,7,1,1
12264,11045,8,5,1
12265,11046,7,6,2
12266,11047,7,2,1
12267,11048,3,2,2
12268,11049,7,7,2
12269,11050,4,7,1
12270,11051,7,4,1
12271,11052,1,1,2
12272,11053,4,7,1
12273,11054,4,4,2
12274,11055,2,2,1
12275,11056,4,7,2
12276,11057,2,1,2
12277,11058,7,4,1
12278,11059,5,5,2
12281,11060,3,2,1
12282,11061,8,2,1
12283,11062,7,1,1
12284,11063,7,5,2
12285,11064,4,2,1
12286,11065,7,6,1
12287,11066,2,6,2
12288,11067,2,4,1
12289,11068,2,1,2
12290,11069,7,7,2
12291,11070,8,6,2
12292,11071,3,4,2
12293,11072,5,5,1
12294,11073,1,4,1
12295,11074,3,2,1
12296,11075,7,4,2
12297,11076,2,5,1
12298,11077,8,3,2
12299,11078,2,2,1
12300,11079,5,3,2
12301,11080,4,2,1
12302,11081,7,5,1
12303,11082,1,2,1
12304,11083,6,2,1
12306,11084,1,2,2
12307,11085,8,5,2
12308,11086,4,3,2
12309,11087,5,4,1
12311,11088,6,7,1
12312,11089,7,5,1
12313,11090,5,1,1
12314,11091,8,2,2
12316,11092,3,2,2
12317,11093,1,5,1
12318,11094,2,1,1
12319,11095,5,7,2
12320,11096,8,2,1
12321,11097,7,2,1
12322,11098,2,6,2
12323,11099,7,4,2
12324,11100,8,2,2
12325,11101,3,4,1
12326,11102,6,5,2
12327,11103,5,6,2
12328,11104,2,4,1
12329,11105,4,7,1
12330,11106,4,2,2
12331,11107,6,6,2
12332,11108,3,3,1
12333,11109,4,1,1
12334,11110,5,3,1
12336,11111,2,1,1
12338,11112,5,7,1
12339,11113,2,5,2
12340,11114,1,6,1
12341,11115,7,2,1
12342,11116,4,5,1
12343,11117,7,7,2
12344,11118,3,3,2
12345,11119,6,6,2
12346,11120,5,2,2
12348,11121,1,2,2
12349,11122,7,2,2
12351,11123,5,4,1
12352,11124,5,4,1
12353,11125,5,3,2
12354,11126,8,6,1
12355,11127,4,2,1
12356,11128,8,5,2
12357,11129,3,5,2
12358,11130,4,5,2
12359,11131,8,7,2
12360,11132,8,4,1
12362,11133,4,1,2
12363,11134,7,2,2
12364,11135,7,4,1
12365,11136,4,1,2
12366,11137,4,6,2
12367,11138,5,7,1
12368,11139,4,2,2
12369,11140,3,6,1
12370,11141,8,7,1
12371,11142,5,4,1
12372,11143,3,4,2
12373,11144,3,7,2
12374,11145,4,5,1
12376,11146,3,7,2
12378,11147,6,5,2
12379,11148,5,6,2
12380,11149,1,4,1
12381,11150,7,1,2
12382,11151,8,2,1
12383,11152,1,5,1
12384,11153,1,7,2
12385,11154,4,5,1
12386,11155,4,5,2
12387,11156,7,4,2
12388,11157,6,4,2
12389,11158,1,1,1
12390,11159,8,1,2
12391,11160,2,1,2
12392,11161,5,7,2
12393,11162,4,6,2
12394,11163,5,3,1
12396,11164,2,1,1
12397,11165,3,6,2
12398,11166,5,6,2
12399,11167,1,1,1
12400,11168,6,4,1
12401,11169,6,7,1
12402,11170,3,2,1
12403,11171,1,4,1
