,age,job,marital,education,balance,housing,duration,campaign,approval
1140,36.0,4,2,3,3875,2,21.0,5,1
1141,46.0,9,1,2,-337,2,112.0,1,1
1142,60.0,4,3,3,366,1,593.0,1,2
1143,57.0,3,1,1,501,2,59.0,2,1
1144,48.0,4,1,3,998,2,121.0,3,1
1145,59.0,6,1,1,0,2,97.0,2,1
1146,39.0,4,1,3,246,1,86.0,2,1
1147,44.0,1,1,2,-182,2,10.0,10,1
1148,27.0,4,2,3,446,1,205.0,3,1
1149,59.0,5,1,2,1173,1,77.0,2,1
1150,36.0,9,3,2,5957,2,138.0,2,1
1151,44.0,0,1,2,205,1,289.0,1,2
1152,50.0,0,1,2,0,1,86.0,4,1
1153,41.0,4,3,3,369,2,9.0,3,1
1154,47.0,0,1,2,1934,1,225.0,1,1
1155,32.0,9,2,3,259,1,407.0,4,1
1156,38.0,1,1,2,284,2,1030.0,6,1
1157,55.0,1,1,4,23,1,123.0,2,1
1158,38.0,4,2,3,1373,1,119.0,4,1
1159,31.0,4,2,3,62,2,175.0,1,1
1160,38.0,1,3,2,157,1,299.0,5,1
1161,29.0,10,2,3,991,1,563.0,1,1
1162,55.0,7,1,2,186,2,241.0,1,1
1163,35.0,10,1,2,977,2,52.0,4,1
1164,40.0,6,2,3,2893,1,76.0,3,1
1165,34.0,1,1,2,1897,2,441.0,1,1
1166,32.0,9,2,3,5514,1,319.0,1,2
1167,33.0,1,1,2,889,2,13.0,1,1
1168,33.0,4,1,3,273,2,803.0,1,2
1169,37.0,0,1,2,1193,1,396.0,2,1
1170,58.0,4,1,3,2729,1,188.0,1,1
1171,36.0,0,2,2,0,1,637.0,1,1
1172,42.0,1,1,2,230,2,175.0,7,1
1173,34.0,9,2,2,2729,2,945.0,1,1
1174,35.0,4,1,3,317,2,162.0,3,1
1175,60.0,3,1,1,517,1,1178.0,3,1
1176,50.0,4,1,3,-470,2,506.0,2,1
1177,28.0,6,2,3,4579,1,409.0,2,2
1178,27.0,1,3,2,1,2,116.0,3,1
1179,37.0,4,1,3,5106,1,244.0,1,2
1180,31.0,9,1,3,636,2,352.0,4,2
1181,34.0,7,1,2,1076,1,152.0,1,2
1182,38.0,4,1,3,126,2,164.0,2,1
1183,32.0,6,1,2,-33,2,234.0,3,1
1184,37.0,9,1,2,430,1,154.0,4,1
1185,33.0,0,1,2,-6,2,566.0,2,1
1186,71.0,9,1,3,383,1,327.0,2,1
1187,27.0,9,1,2,130,2,265.0,3,1
1188,38.0,1,1,1,2569,1,172.0,1,1
1189,34.0,9,2,2,201,1,257.0,2,1
1190,54.0,5,3,3,0,1,618.0,1,2
1191,30.0,1,1,2,6,2,241.0,3,1
1192,35.0,2,2,2,475,1,936.0,4,1
1193,33.0,1,2,2,706,2,329.0,1,1
1194,36.0,4,1,2,1825,2,24.0,1,1
1195,59.0,6,1,3,185,1,177.0,5,1
1196,72.0,1,1,1,4415,1,120.0,1,1
1197,64.0,4,1,3,679,1,135.0,3,1
1198,53.0,9,3,2,320,1,175.0,1,1
1199,35.0,4,2,3,2988,2,179.0,1,1
1200,58.0,6,1,2,1407,2,58.0,1,1
1201,40.0,9,1,2,1270,1,342.0,2,1
1202,41.0,7,3,2,654,2,139.0,2,1
1203,48.0,5,1,1,5173,2,88.0,8,1
1204,44.0,2,1,3,3463,2,210.0,3,1
1205,39.0,1,1,4,0,1,731.0,1,1
1206,61.0,4,1,3,6016,1,670.0,3,2
1207,36.0,2,1,1,177,2,63.0,5,1
1208,28.0,4,1,3,3694,1,70.0,2,1
1209,58.0,5,2,2,1640,1,72.0,6,1
1210,60.0,0,3,2,174,2,241.0,1,1
1211,66.0,0,2,2,10177,1,272.0,4,1
1212,36.0,4,2,3,490,1,207.0,8,2
1213,49.0,6,1,2,2576,2,64.0,6,1
1214,40.0,7,1,2,0,1,543.0,2,1
1215,23.0,9,2,2,598,1,166.0,1,1
1216,29.0,4,2,3,15459,1,245.0,3,1
1217,44.0,1,1,1,271,2,94.0,1,1
1218,54.0,11,1,4,2508,1,34.0,8,1
1219,47.0,1,1,1,320,1,203.0,2,1
1220,33.0,0,1,3,640,1,318.0,1,1
1221,30.0,6,1,2,1772,2,158.0,4,1
1222,27.0,0,2,2,15,1,177.0,1,1
1223,49.0,4,3,3,2370,2,56.0,1,1
1224,27.0,7,2,2,201,2,172.0,2,1
1225,51.0,1,1,2,160,2,136.0,1,1
1226,32.0,0,3,2,5,2,82.0,3,1
1227,30.0,1,2,2,75,2,123.0,1,1
1228,33.0,0,1,2,4902,2,110.0,1,1
1229,27.0,1,2,1,-79,2,385.0,5,1
1230,75.0,5,3,2,1341,1,415.0,7,2
1231,37.0,7,3,2,490,2,73.0,1,1
1232,36.0,9,2,2,1521,2,243.0,2,1
1233,37.0,1,1,2,131,2,137.0,2,1
1234,35.0,4,1,3,8,2,55.0,4,1
1235,32.0,7,1,2,-632,2,18.0,5,1
1236,32.0,0,2,2,116,1,255.0,2,1
1237,35.0,0,1,1,189,2,95.0,1,1
1238,31.0,1,1,1,2,2,112.0,1,1
1239,28.0,1,2,2,4229,2,205.0,2,1
1240,27.0,7,1,2,54,2,97.0,1,1
1241,22.0,8,2,4,549,1,154.0,1,1
1242,35.0,1,1,1,298,2,135.0,2,1
1243,69.0,5,1,1,579,1,230.0,1,1
1244,37.0,2,2,3,1467,2,349.0,1,1
1245,45.0,0,2,2,0,2,38.0,1,1
1246,47.0,4,1,3,109,2,268.0,1,1
1247,52.0,4,1,3,-11,2,94.0,4,1
1248,33.0,7,1,2,90,2,263.0,2,1
1249,60.0,1,1,1,493,1,671.0,4,2
1250,33.0,4,3,2,1897,2,197.0,1,1
1251,44.0,0,1,2,2403,2,180.0,2,1
1252,38.0,2,1,2,868,1,452.0,2,1
1253,54.0,2,1,2,653,2,352.0,1,1
1254,32.0,10,3,1,0,1,175.0,4,1
1255,33.0,9,1,2,0,2,163.0,2,1
1256,55.0,7,3,2,218,2,200.0,2,1
1257,51.0,1,1,1,5050,1,75.0,7,1
1258,48.0,1,1,2,741,2,227.0,1,1
1259,37.0,7,2,2,1050,2,586.0,3,1
1260,33.0,7,2,2,-56,1,119.0,5,1
1261,30.0,1,1,1,1,2,80.0,2,1
1262,43.0,1,1,1,-98,2,112.0,2,1
1263,49.0,9,1,2,4667,2,130.0,2,1
1264,54.0,10,1,1,541,2,237.0,3,1
1265,31.0,10,1,3,7744,1,377.0,8,1
1266,54.0,11,1,4,895,1,335.0,1,2
1267,36.0,10,1,2,-129,2,121.0,3,1
1268,30.0,0,1,2,0,1,127.0,5,1
1269,27.0,9,2,2,158,1,650.0,2,2
1270,30.0,0,1,2,122,2,107.0,1,1
1271,30.0,1,1,2,673,2,610.0,2,1
1272,35.0,9,3,2,0,1,124.0,4,1
1273,33.0,7,3,2,411,2,216.0,1,1
1274,43.0,1,3,1,-97,2,747.0,4,1
1275,41.0,1,1,2,-217,2,313.0,1,1
1276,41.0,4,3,3,5037,1,252.0,9,2
1277,46.0,0,3,2,2232,1,121.0,1,2
1278,54.0,1,1,2,-932,2,799.0,1,1
1279,32.0,4,1,3,913,2,883.0,1,1
1280,30.0,9,2,3,236,2,197.0,1,1
1281,40.0,2,1,1,0,2,271.0,2,1
1282,30.0,1,1,1,2581,1,221.0,2,1
1283,27.0,0,1,2,639,1,243.0,3,1
1284,41.0,1,1,1,849,2,72.0,1,1
1285,54.0,7,1,2,386,2,155.0,2,1
1286,32.0,4,2,3,1218,2,70.0,2,1
1287,31.0,4,1,3,2603,2,280.0,4,2
1288,42.0,1,1,2,-921,2,115.0,2,1
1289,48.0,0,1,1,607,1,29.0,2,1
1290,34.0,1,1,1,79,2,406.0,2,1
1291,55.0,9,3,2,61,2,113.0,3,1
1292,49.0,9,1,2,1091,1,47.0,2,1
1293,46.0,4,3,3,743,1,36.0,2,1
1294,47.0,2,1,4,209,2,135.0,2,1
1295,24.0,4,2,3,172,1,67.0,2,1
1296,58.0,2,1,2,2,1,684.0,1,1
1297,32.0,4,2,3,41,1,686.0,5,2
1298,25.0,8,2,2,1116,2,170.0,3,1
1299,49.0,1,1,2,-55,1,150.0,3,1
1300,59.0,5,3,2,5845,1,1060.0,2,2
1301,30.0,4,2,3,329,2,122.0,16,1
1302,46.0,1,1,2,494,2,724.0,1,1
1303,42.0,4,1,4,1519,1,230.0,1,2
1304,37.0,2,1,3,2685,1,187.0,2,1
1305,44.0,1,1,1,-14,2,179.0,4,1
1306,49.0,7,1,2,5673,1,357.0,3,1
1307,41.0,1,1,2,1459,1,82.0,1,1
1308,48.0,9,1,3,0,1,176.0,15,1
1309,31.0,4,1,2,625,2,424.0,1,1
1310,37.0,8,1,4,0,1,115.0,1,1
1311,51.0,7,1,2,867,2,177.0,2,1
1312,80.0,5,1,2,8304,1,712.0,1,2
1313,32.0,4,2,3,151,2,118.0,1,1
1314,48.0,7,1,1,-583,2,25.0,7,1
1315,49.0,1,1,3,1784,1,753.0,1,1
1316,30.0,4,1,3,3134,2,124.0,1,1
1317,27.0,6,2,2,49,2,208.0,2,1
1318,34.0,9,1,2,-346,1,136.0,4,1
1319,49.0,4,1,2,1623,2,1081.0,2,2
1320,48.0,4,1,3,60,1,376.0,2,1
1321,40.0,7,1,2,17,1,78.0,1,1
1322,38.0,1,1,2,2008,2,354.0,1,1
1323,46.0,1,1,1,91,2,29.0,1,1
1324,41.0,2,1,3,171,2,209.0,1,1
1325,28.0,4,2,3,1027,2,433.0,1,1
1326,51.0,7,1,4,5801,2,147.0,2,1
1327,33.0,1,3,1,142,2,41.0,2,1
1328,26.0,4,2,3,205,1,111.0,1,1
1329,34.0,0,2,2,852,1,108.0,2,1
1330,27.0,1,1,2,-584,2,411.0,2,1
1331,42.0,6,1,2,97,1,108.0,2,1
1332,45.0,0,1,2,204,2,224.0,2,2
1333,31.0,9,2,2,628,2,1083.0,2,1
1334,32.0,4,2,3,311,1,757.0,2,2
1335,39.0,1,1,1,1564,1,57.0,1,1
1336,26.0,1,2,2,856,2,95.0,5,1
1337,40.0,4,2,3,1509,1,144.0,2,1
1338,52.0,7,1,2,-888,1,135.0,1,1
1339,40.0,9,2,3,226,1,176.0,2,1
1340,48.0,9,1,2,127,1,524.0,5,1
1341,31.0,7,1,2,413,2,65.0,1,1
1342,27.0,0,1,2,710,2,653.0,1,2
1343,47.0,9,1,2,1233,2,91.0,1,2
1344,28.0,4,2,2,171,1,93.0,1,2
1345,40.0,4,3,3,69,2,503.0,2,1
1346,34.0,0,1,2,1499,2,186.0,1,1
1347,29.0,6,1,3,751,2,121.0,2,1
1348,36.0,4,1,3,61,1,452.0,2,1
1349,83.0,5,1,1,425,1,883.0,1,2
1350,55.0,7,3,1,2923,2,104.0,2,1
1351,43.0,4,3,3,99,1,24.0,3,1
1352,23.0,8,2,2,1021,1,79.0,9,1
1353,44.0,9,1,3,1146,1,178.0,2,1
1354,58.0,1,1,1,781,2,74.0,2,1
1355,29.0,0,2,2,1448,1,217.0,1,1
1356,30.0,4,2,3,604,1,475.0,1,1
1357,29.0,0,2,2,-194,2,127.0,1,1
1358,41.0,9,1,2,0,1,101.0,1,1
1359,35.0,3,1,1,0,2,340.0,3,1
1360,31.0,9,2,2,1014,2,158.0,4,1
1361,27.0,0,2,3,73,1,242.0,1,1
1362,47.0,7,1,2,2597,2,323.0,1,1
1363,53.0,6,1,3,2627,2,18.0,30,1
1364,34.0,4,1,3,1906,2,68.0,3,1
1365,34.0,1,1,1,-319,2,134.0,4,1
1366,36.0,4,1,3,-296,2,113.0,3,1
1367,40.0,9,1,2,169,2,43.0,4,1
1368,37.0,6,2,3,556,1,200.0,2,1
1369,65.0,5,3,4,300,1,245.0,2,1
1370,53.0,9,3,2,751,2,343.0,4,1
1371,28.0,9,2,2,126,1,229.0,1,1
1372,33.0,9,3,3,-386,2,530.0,1,1
1373,56.0,1,1,1,379,1,58.0,5,1
1374,45.0,6,1,2,706,1,78.0,2,1
1375,39.0,9,1,2,9121,1,147.0,1,1
1376,28.0,4,2,3,1466,2,40.0,1,1
1377,36.0,1,1,1,0,2,618.0,2,1
1378,41.0,1,1,1,951,2,23.0,4,1
1379,46.0,0,1,2,368,1,293.0,1,2
1380,41.0,1,1,2,121,2,16.0,6,1
1381,59.0,7,1,2,204,1,286.0,2,1
1382,24.0,0,1,2,299,2,209.0,1,1
1383,34.0,4,1,3,4170,2,935.0,1,1
1384,40.0,1,1,1,-335,2,260.0,1,1
1385,42.0,0,1,2,3165,2,298.0,4,1
1386,50.0,7,1,2,254,2,397.0,2,1
1387,25.0,4,2,3,553,2,113.0,4,1
1388,51.0,7,3,2,518,2,76.0,1,1
1389,50.0,4,1,3,85,1,141.0,1,1
1390,37.0,1,1,4,603,2,773.0,2,1
1391,21.0,7,2,2,361,1,329.0,1,1
1392,52.0,1,1,2,-98,2,423.0,1,1
1393,55.0,5,1,1,4424,1,67.0,4,1
1394,26.0,9,2,2,2610,2,626.0,1,1
1395,38.0,9,1,3,3234,1,578.0,2,2
1396,32.0,1,1,2,687,2,61.0,1,1
1397,31.0,1,1,2,631,2,248.0,4,1
1398,34.0,9,2,2,341,1,136.0,1,1
1399,33.0,9,2,3,316,1,126.0,3,1
1400,35.0,9,1,2,2,1,653.0,3,1
1401,44.0,4,1,4,415,2,7.0,7,1
1402,48.0,4,3,3,507,2,528.0,1,1
1403,29.0,1,1,2,912,2,785.0,1,1
1404,50.0,4,1,3,0,1,243.0,5,1
1405,37.0,1,1,1,37,2,24.0,2,1
1406,44.0,0,2,2,2524,1,82.0,1,1
1407,36.0,10,2,3,9019,2,952.0,3,1
1408,49.0,1,3,4,39,2,27.0,5,1
1409,31.0,1,1,2,0,2,143.0,1,1
1410,49.0,9,3,2,265,2,274.0,6,1
1411,35.0,1,2,2,0,2,1174.0,1,2
1412,57.0,0,3,4,4012,1,915.0,1,1
1413,42.0,1,1,1,1520,2,115.0,1,1
1414,36.0,1,3,2,-140,2,222.0,2,1
1415,75.0,5,3,1,852,1,341.0,1,1
1416,38.0,1,2,2,578,2,112.0,2,1
1417,40.0,1,1,1,0,2,64.0,2,1
1418,38.0,7,2,2,2253,2,937.0,3,2
1419,34.0,4,2,3,1171,2,129.0,1,1
1420,29.0,9,2,3,452,2,59.0,1,1
1421,28.0,0,1,2,-97,2,79.0,1,1
1422,79.0,5,1,2,4738,1,151.0,5,1
1423,51.0,0,3,2,467,2,83.0,1,1
1424,32.0,8,2,3,0,1,101.0,5,1
1425,36.0,4,1,3,495,1,157.0,3,2
1426,38.0,2,1,2,157,1,57.0,11,1
1427,49.0,6,1,2,358,2,176.0,3,1
1428,42.0,7,1,2,292,2,222.0,3,1
1429,43.0,1,1,1,7343,2,217.0,4,1
1430,34.0,1,1,2,-563,2,252.0,1,1
1431,59.0,5,2,2,351,2,1063.0,5,2
1432,35.0,11,1,1,365,1,41.0,2,1
1433,33.0,1,2,2,13494,2,27.0,25,1
1434,34.0,0,2,2,846,2,758.0,2,1
1435,64.0,5,1,2,1574,1,301.0,3,2
1436,34.0,2,1,3,-28,2,574.0,1,1
1437,77.0,5,1,3,0,1,847.0,1,2
1438,57.0,5,1,1,2927,1,78.0,5,1
1439,30.0,1,1,2,501,2,514.0,1,1
1440,56.0,3,3,1,1238,1,1558.0,1,2
1441,49.0,11,1,4,301,1,789.0,2,1
1442,73.0,5,1,1,1388,1,146.0,3,1
1443,39.0,9,2,2,102,2,272.0,2,1
1444,57.0,9,3,1,13,2,323.0,2,1
1445,32.0,6,1,2,413,2,712.0,2,1
1446,32.0,9,2,3,4665,2,860.0,2,2
1447,45.0,0,1,2,638,2,75.0,9,1
1448,32.0,1,1,2,101,2,191.0,4,1
1449,31.0,4,1,3,1224,2,1441.0,2,2
1450,49.0,6,1,2,1103,1,428.0,2,1
1451,29.0,7,1,2,3748,1,322.0,3,1
1452,55.0,9,1,2,955,2,104.0,1,1
1453,30.0,0,1,2,518,2,127.0,1,1
1454,45.0,7,2,1,1893,2,1259.0,6,2
1455,39.0,9,1,3,14,1,114.0,2,1
1456,36.0,0,1,2,-423,2,106.0,1,1
1457,33.0,4,1,3,3696,1,305.0,1,1
1458,36.0,4,1,3,2987,2,307.0,1,2
1459,31.0,9,2,2,433,1,1504.0,2,1
1460,36.0,9,1,4,756,1,396.0,3,1
1461,38.0,9,2,3,0,2,71.0,1,1
1462,33.0,11,1,2,2727,1,205.0,3,1
1463,40.0,9,1,2,93,2,134.0,2,1
1464,31.0,1,1,2,1766,1,166.0,2,2
1465,39.0,7,1,2,124,2,81.0,5,1
1466,33.0,0,1,3,69,1,77.0,2,1
1467,53.0,7,3,2,0,1,80.0,2,2
1468,38.0,4,1,3,0,2,537.0,5,1
1469,59.0,9,1,2,259,1,415.0,1,2
1470,55.0,1,1,1,4103,1,291.0,1,1
1471,38.0,9,2,3,744,2,283.0,1,1
1472,48.0,7,1,2,116,2,70.0,4,1
1473,53.0,1,1,2,70,2,611.0,2,1
1474,44.0,0,3,2,432,1,132.0,3,1
1475,57.0,4,1,3,1172,1,26.0,1,1
1476,29.0,1,2,2,9,2,262.0,3,1
1477,31.0,7,1,2,428,2,272.0,1,1
1478,35.0,9,2,3,7546,2,137.0,1,1
1479,31.0,1,1,1,620,1,95.0,1,1
1480,35.0,6,1,3,8647,1,140.0,2,1
1481,40.0,4,2,2,192,2,71.0,11,1
1482,39.0,1,1,2,0,2,502.0,1,1
1483,43.0,9,2,3,27733,2,164.0,7,1
1484,44.0,2,1,1,276,2,219.0,1,1
1485,29.0,9,2,2,113,1,328.0,2,2
1486,40.0,9,1,2,782,2,224.0,2,1
1487,33.0,2,1,1,82,2,63.0,2,1
1488,46.0,4,1,3,1008,1,24.0,13,1
1489,27.0,11,2,3,6421,1,147.0,4,1
1490,26.0,0,2,2,443,1,84.0,3,1
1491,41.0,9,1,2,351,2,175.0,1,1
1492,34.0,9,1,3,5060,2,12.0,21,1
1493,39.0,9,2,3,-41,1,40.0,15,1
1494,27.0,7,2,2,-124,1,217.0,1,1
1495,31.0,1,1,2,79,2,235.0,11,1
1496,44.0,10,2,2,3945,1,255.0,1,1
1497,55.0,5,1,3,197,1,256.0,1,1
1498,51.0,1,3,1,837,1,41.0,2,1
1499,50.0,4,1,3,-94,1,75.0,1,1
1500,30.0,7,1,2,1743,2,192.0,4,1
1501,46.0,9,1,2,57,1,796.0,1,2
1502,49.0,0,1,2,635,1,220.0,3,1
1503,56.0,5,1,2,-113,2,614.0,2,1
1504,47.0,0,3,2,225,1,1126.0,4,2
1505,30.0,0,1,2,124,1,161.0,2,1
1506,36.0,2,2,2,475,1,141.0,3,1
1507,40.0,4,1,3,-7,1,697.0,1,1
1508,37.0,9,2,2,375,1,223.0,2,1
1509,42.0,0,3,2,936,1,931.0,1,2
1510,45.0,9,1,2,1415,2,483.0,1,1
1511,34.0,10,2,2,0,1,63.0,2,1
1512,27.0,0,2,2,3638,1,271.0,5,1
1513,30.0,1,1,2,-99,2,144.0,5,1
1514,32.0,9,1,2,167,2,79.0,3,1
1515,46.0,3,1,1,19,2,171.0,1,1
1516,29.0,6,1,3,242,2,73.0,4,1
1517,53.0,11,1,4,13,1,69.0,1,1
1518,32.0,9,1,2,286,1,60.0,1,1
1519,49.0,10,1,2,769,2,257.0,1,1
1520,35.0,4,1,3,93,1,198.0,2,1
1521,38.0,1,1,2,1663,2,217.0,3,1
1522,39.0,2,1,1,238,2,134.0,1,1
1523,34.0,9,2,2,2178,2,41.0,1,1
1524,42.0,1,1,1,792,2,611.0,2,1
1525,35.0,1,2,4,871,2,216.0,3,1
1526,60.0,0,1,2,1025,1,388.0,8,1
1527,57.0,9,3,2,63,2,242.0,1,1
1528,31.0,1,2,2,16,1,387.0,1,1
1529,29.0,4,2,2,417,1,90.0,1,1
1530,41.0,7,1,2,3992,2,281.0,2,1
1531,46.0,1,1,1,2749,2,332.0,1,1
1532,33.0,9,1,2,133,1,218.0,1,2
1533,32.0,1,2,2,1721,2,650.0,2,1
1534,54.0,4,3,3,2171,2,1034.0,1,2
1535,37.0,7,1,2,4760,2,182.0,2,1
1536,32.0,9,2,2,2979,1,156.0,1,1
1537,43.0,4,1,3,690,2,171.0,3,1
1538,50.0,1,3,2,203,2,265.0,1,1
1539,34.0,1,1,2,322,2,10.0,3,1
1540,31.0,0,3,2,1210,1,350.0,1,1
1541,43.0,6,1,2,634,2,65.0,1,1
1542,49.0,2,1,2,273,1,58.0,1,1
1543,22.0,8,2,4,47,1,69.0,3,1
1544,35.0,4,1,3,1100,1,127.0,2,1
1545,56.0,0,1,2,0,2,154.0,2,1
1546,53.0,1,1,2,0,1,36.0,4,1
1547,54.0,2,1,3,1544,1,85.0,7,1
1548,32.0,7,2,4,6145,2,362.0,1,1
1549,41.0,6,1,2,28,2,49.0,1,1
1550,40.0,1,1,2,1012,2,410.0,1,1
1551,33.0,1,1,1,245,2,253.0,3,1
1552,33.0,4,2,3,1998,1,570.0,1,1
1553,34.0,1,1,2,3990,2,633.0,7,1
1554,36.0,7,1,2,1328,2,82.0,4,1
1555,34.0,2,1,3,412,2,164.0,1,1
1556,55.0,4,1,1,229,1,175.0,3,1
1557,28.0,8,2,3,1562,1,659.0,4,2
1558,29.0,0,2,2,3432,2,139.0,2,1
1559,31.0,0,2,2,144,2,43.0,11,1
1560,52.0,4,1,3,1339,2,343.0,5,1
1561,54.0,7,1,4,386,1,74.0,1,1
1562,43.0,1,1,1,7727,2,302.0,8,1
1563,55.0,2,1,2,204,1,455.0,13,1
1564,28.0,1,3,4,101,2,126.0,4,1
1565,45.0,10,3,2,728,2,107.0,1,1
1566,45.0,2,1,1,2418,2,120.0,1,1
1567,51.0,4,1,3,2934,2,727.0,4,1
1568,42.0,9,2,2,0,2,275.0,4,1
1569,43.0,11,2,4,181,1,41.0,1,1
1570,34.0,4,1,3,176,1,61.0,4,1
1571,36.0,1,1,1,49,2,232.0,2,1
1572,37.0,1,1,2,2023,2,214.0,1,1
1573,50.0,1,1,2,372,2,21.0,1,1
1574,42.0,4,3,4,7702,1,138.0,2,2
1575,34.0,1,2,1,464,2,173.0,1,1
1576,48.0,4,1,2,117,2,635.0,1,1
1577,47.0,0,1,2,104,2,77.0,2,1
1578,40.0,4,1,3,1041,2,73.0,1,1
1579,37.0,4,1,3,539,1,540.0,2,1
1580,38.0,1,1,1,0,2,179.0,2,1
1581,29.0,9,2,3,406,2,119.0,1,1
1582,46.0,1,1,1,2558,2,107.0,1,1
1583,26.0,1,1,2,484,2,48.0,2,1
1584,30.0,7,2,3,3516,2,447.0,4,1
1585,42.0,1,1,2,5639,2,430.0,2,1
1586,42.0,4,2,3,100,1,64.0,2,1
1587,31.0,0,2,2,1306,2,217.0,5,1
1588,37.0,4,2,3,815,2,77.0,1,1
1589,26.0,1,1,2,245,2,16.0,11,1
1590,54.0,1,1,4,191,1,753.0,2,1
1591,70.0,5,1,2,2815,1,125.0,2,1
1592,29.0,6,2,2,3672,2,1210.0,1,1
1593,50.0,7,1,2,1572,2,185.0,1,1
1594,60.0,10,3,2,385,2,80.0,1,1
1595,32.0,9,2,2,29,1,156.0,2,1
1596,32.0,9,1,2,84,1,403.0,3,1
1597,34.0,6,2,3,876,2,145.0,2,1
1598,48.0,7,2,1,1499,2,17.0,7,1
1599,25.0,8,1,3,0,2,160.0,1,1
1600,32.0,4,1,2,6217,2,486.0,2,1
1601,32.0,1,1,1,329,2,321.0,1,1
1602,47.0,0,3,2,162,2,203.0,4,1
1603,32.0,9,1,4,14533,1,646.0,3,1
1604,49.0,4,2,3,151,2,97.0,3,2
1605,53.0,7,1,2,-2,2,144.0,2,1
1606,41.0,1,2,4,4684,1,30.0,6,1
1607,47.0,4,3,3,1149,1,82.0,2,1
1608,35.0,1,1,1,11,2,326.0,4,1
1609,33.0,4,2,2,8004,1,414.0,3,1
1610,49.0,1,1,1,1019,2,285.0,5,1
1611,46.0,4,3,3,1297,1,716.0,3,2
1612,29.0,4,3,3,415,2,449.0,4,1
1613,58.0,6,1,1,671,2,16.0,3,1
1614,40.0,0,2,2,2378,2,65.0,1,1
1615,34.0,4,1,3,417,2,138.0,1,1
1616,60.0,5,1,1,71,1,121.0,3,1
1617,43.0,4,1,3,1188,1,140.0,2,1
1618,50.0,1,1,1,8139,2,256.0,6,1
1619,33.0,1,1,2,249,2,61.0,4,1
1620,37.0,1,1,1,689,2,367.0,2,1
1621,55.0,6,1,2,203,2,9.0,5,1
1622,45.0,1,2,1,-183,1,395.0,4,1
1623,47.0,1,1,1,3451,1,125.0,2,1
1624,58.0,9,1,2,116,1,580.0,3,1
1625,36.0,7,1,2,1746,2,15.0,1,1
1626,55.0,9,1,2,0,2,119.0,2,1
1627,31.0,1,1,2,897,2,26.0,2,1
1628,38.0,9,1,2,821,2,224.0,2,1
1629,42.0,1,1,2,130,2,285.0,1,1
1630,32.0,4,3,3,1,2,399.0,4,1
1631,39.0,1,1,2,8,1,88.0,3,1
1632,41.0,9,1,2,55,2,185.0,4,1
1633,59.0,1,1,1,699,1,98.0,1,1
1634,42.0,10,3,2,759,1,97.0,1,1
1635,33.0,1,1,2,687,2,72.0,2,1
1636,53.0,5,1,2,4968,1,109.0,1,1
1637,43.0,1,1,1,1211,2,208.0,3,1
1638,39.0,6,2,3,426,1,1029.0,1,2
1639,27.0,2,2,2,376,2,273.0,1,1
1640,39.0,4,1,3,12,2,130.0,1,1
1641,27.0,1,2,2,23,1,590.0,2,1
1642,33.0,0,1,2,353,2,107.0,2,1
1643,29.0,7,3,2,330,2,88.0,2,1
1644,33.0,4,3,3,0,1,305.0,2,1
1645,41.0,2,1,2,353,1,90.0,2,1
1646,38.0,9,2,3,2273,2,222.0,1,1
1647,30.0,4,1,3,0,2,127.0,1,1
1648,58.0,10,1,3,744,1,38.0,1,1
1649,37.0,7,2,2,608,1,380.0,3,1
1650,36.0,0,3,2,356,2,244.0,3,1
1651,45.0,1,1,1,1291,2,189.0,17,1
1652,23.0,9,2,2,-306,2,217.0,2,1
1653,53.0,1,1,1,306,1,388.0,3,2
1654,44.0,1,1,1,-312,2,22.0,3,1
1655,32.0,9,2,2,493,1,289.0,2,1
1656,32.0,4,1,3,71,2,221.0,8,1
1657,38.0,0,1,3,669,2,129.0,2,1
1658,47.0,1,1,1,556,2,147.0,2,1
1659,34.0,7,2,2,84,2,299.0,1,1
1660,52.0,7,1,2,108,2,543.0,12,1
1661,45.0,0,2,2,-11,2,247.0,1,1
1662,50.0,1,1,1,1164,2,166.0,2,1
1663,52.0,1,3,1,-191,2,755.0,1,2
1664,37.0,1,1,2,132,1,336.0,2,1
1665,51.0,1,1,2,2237,2,619.0,1,1
1666,32.0,4,1,3,4761,2,159.0,2,1
1667,33.0,1,1,2,-346,2,29.0,3,1
1668,28.0,10,1,2,655,2,606.0,2,1
1669,66.0,4,1,3,1048,2,971.0,2,1
1670,31.0,7,2,2,0,2,231.0,2,1
1671,35.0,1,1,1,624,2,163.0,1,1
1672,47.0,7,2,4,1784,1,385.0,2,2
1673,36.0,0,2,2,1281,1,119.0,2,1
1674,32.0,9,2,3,569,1,348.0,1,1
1675,34.0,1,1,1,1666,2,30.0,1,1
1676,40.0,0,1,2,168,2,249.0,2,1
1677,33.0,6,1,3,263,1,119.0,2,1
1678,39.0,1,1,2,-405,2,177.0,1,1
1679,38.0,6,1,2,279,2,110.0,5,1
1680,32.0,9,2,2,0,1,594.0,4,2
1681,65.0,11,1,4,300,1,105.0,1,1
1682,34.0,10,2,3,415,1,123.0,1,1
1683,34.0,0,2,1,0,2,172.0,4,1
1684,42.0,1,2,1,1322,2,178.0,1,1
1685,31.0,7,1,2,1062,2,230.0,1,1
1686,47.0,9,1,2,302,2,89.0,3,1
1687,44.0,9,3,2,809,2,118.0,4,1
1688,38.0,3,1,2,-278,2,143.0,2,1
